id,author,date,source,popularity,tags,content
224,Anonymous,2009-04-22 15:24:36Z,https://stackoverflow.com/a/777805,11,,"v.bpc     := v.pc;  -- Remember to jump back
v.baccu   := accu;  -- Yo dawg, heard you like runing instructions
                    -- so I took backup of your accu so you can run
                    -- instructions while you run instructions.
v.flags.i := false; -- No more interupts"
225,user50049,2009-04-24 10:10:46Z,https://stackoverflow.com/a/785272,11,,"/* Every time I re-visit this function, I feel like
 * I need to take a shower.
 *
 * Don't get too used to this function, its days are
 * numbered.
 */"
226,MaoTseTongue,2009-04-25 09:10:09Z,https://stackoverflow.com/a/788577,11,,"// Singleton object. Leave $me alone.
private static $me;"
227,Jayant,2010-06-14 12:28:48Z,https://stackoverflow.com/a/785328,11,,// need a coffee to fix this.
228,Boydski,2010-09-24 03:51:48Z,https://stackoverflow.com/a/616053,11,,"// Yes...I know this is repulsive and stupid.
// But <%CompanyOwnerOrManagerToken%>, not knowing a thing about code,
// demanded I do it anyways. SO, go crap on their desk, not mine.
// K THX BYE"
229,J-Tard,2011-05-17 10:05:40Z,https://stackoverflow.com/a/766537,11,,"/* Here I sit, Joe broken hearted, came to do some sh*t, but only just started. */"
230,Blake,2011-07-20 08:20:27Z,https://stackoverflow.com/a/779948,11,,// The world is a happy place.
231,"2 revs, 2 users 80%André",2011-07-20 09:48:20Z,https://stackoverflow.com/a/189279,11,,"DON'T TOUCH THIS SCRIPT -> XSLT is like arcane, black magic"
232,Groman,2008-10-08 20:49:54Z,https://stackoverflow.com/a/184755,10,,int Q13Factor = 8125; // 2^13 for Q13
233,Enrico Campidoglio,2008-10-09 07:41:53Z,https://stackoverflow.com/a/186286,10,,"/**
 * ...as the moon sets over the early morning Merlin, Oregon
 * mountains, our intrepid adventurers type...
 */
public Test createTest(Class theClass, String name) {
    ...
}"
234,Richard Turner,2008-10-09 13:05:52Z,https://stackoverflow.com/a/187163,10,,// TODO - Comment this function
235,Christoph Schiessl,2008-10-10 08:40:20Z,https://stackoverflow.com/a/190535,10,,"Person p = new Person(""John"", ""Doe"", ""male"");
Collection women = new ArrayList();
women.insert(p.getTail());"
236,belugabob,2008-10-12 04:54:31Z,https://stackoverflow.com/a/186457,10,,"// He's dead, Jim!"
237,blank,2008-10-19 07:36:50Z,https://stackoverflow.com/a/216139,10,,"// fix for groupid > 9
// if groupid ever gets to 100 everything will break (again)

if (groupid < 10) {
groupid = ""0"" + groupid;
}"
238,AdamBT,2008-11-21 19:57:13Z,https://stackoverflow.com/a/309983,10,,// Hardcoded this for time sake ... will make andrew fix later :)
239,Polo,2009-02-05 10:57:23Z,https://stackoverflow.com/a/515419,10,,//Haleluya i can go home!
240,Chris Doggett,2009-03-05 18:02:22Z,https://stackoverflow.com/a/615872,10,,"        /************************************************************
        *                                                           *
        *  .=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-.       *
        *   |                     ______                     |      *
        *   |                  .-""      ""-.                  |      *
        *   |                 /            \                 |      *
        *   |     _          |              |          _     |      *
        *   |    ( \         |,  .-.  .-.  ,|         / )    |      *
        *   |     > ""=._     | )(__/  \__)( |     _.="" <     |      *
        *   |    (_/""=._""=._ |/     /\     \| _.=""_.=""\_)    |      *
        *   |           ""=._""(_     ^^     _)""_.=""           |      *
        *   |               ""=\__|IIIIII|__/=""               |      *
        *   |              _.=""| \IIIIII/ |""=._              |      *
        *   |    _     _.=""_.=""\          /""=._""=._     _    |      *
        *   |   ( \_.=""_.=""     `--------`     ""=._""=._/ )   |      *
        *   |    > _.=""                            ""=._ <    |      *
        *   |   (_/                                    \_)   |      *
        *   |                                                |      *
        *   '-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-='      *
        *                                                           *
        *      LASCIATE OGNI SPERANZA, VOI CH'ENTRATE               *
        *************************************************************/"
241,danio,2009-03-05 20:41:10Z,https://stackoverflow.com/a/616523,10,,"// Some wanker in ISO got rid of ifstream(int), ofstream(int), and
   // fstream(int).  Twit."
242,Darren,2009-04-19 21:13:15Z,https://stackoverflow.com/a/766105,10,,"/**
 * Not even your mum thinks you're special if you call this method
 */
onlyYourMumThinksYoureSpecialIfYouCallThisMethod() {...}"
243,Tom Chappell,2009-04-19 23:05:44Z,https://stackoverflow.com/a/766328,10,,/* You are not expected to understand this. */
244,Jason,2009-04-20 02:17:07Z,https://stackoverflow.com/a/766631,10,,// Fuck.
245,Jason,2009-04-20 02:17:07Z,https://stackoverflow.com/a/766631,10,,"// This code worked before, but my cat decided to take a trip across my keyboard..."
246,Joshua,2009-04-24 13:17:08Z,https://stackoverflow.com/a/194720,10,,'Do not optimize these next two lines. Compiler bugs lurk.
247,CobolGuy,2011-07-20 06:50:55Z,https://stackoverflow.com/a/184949,10,,THIS PROGRAM HAS CODE THAT DOES NOT MEET STANDARDS
248,Brad Achorn,2008-10-09 03:35:32Z,https://stackoverflow.com/a/185846,9,,"# absolutely foul heuristic code.
# ..it's dirty, but you want it."
249,Brad Achorn,2008-10-09 03:35:32Z,https://stackoverflow.com/a/185846,9,,"# VERY USEFUL DEBUGGING AID, for when the above all goes pearshaped:"
250,trshiv,2008-10-12 04:55:10Z,https://stackoverflow.com/a/186579,9,,/* My lawyer told me not to reveal */
251,Tuna Toksoz,2008-10-12 05:12:18Z,https://stackoverflow.com/a/191005,9,,[ThereBeDragons]
252,Tuna Toksoz,2008-10-12 05:12:18Z,https://stackoverflow.com/a/191005,9,,"//What is this?
public bool IsReusable
{
    get{return false;}
}"
253,jpinto3912,2008-10-13 14:53:00Z,https://stackoverflow.com/a/197847,9,,"> // And now, for something completely
> // different:"
254,coppro,2008-10-24 22:43:01Z,https://stackoverflow.com/a/235510,9,,"// These were orginally up and down. When it was clear the names were
// inapplicable, they were renamed to retain the joke.
// Sorry if you were hoping for useful variable names.
quantum strange, charm;"
255,Lily,2009-04-15 19:35:41Z,https://stackoverflow.com/a/753350,9,,"public int hashCode() {
//sucks, but what're you gonna do

/*
int hash = 7;
for (int i = 0; i < array.length; i++)
    hash = hash * 31 * (null == array[i] ? 0 : array[i].hashCode());
return hash;
*/

return 0;
}"
256,Nordes,2009-04-20 18:11:14Z,https://stackoverflow.com/a/769447,9,,"// Notice: I feel so dirty doing this, but it's the only way to make it cross browser."
257,Nordes,2009-04-20 18:11:14Z,https://stackoverflow.com/a/769447,9,,"Every line of code you write that you feel gross about will ultimately come back to haunt you. Therefore, avoid writing code that makes you feel dirty."
258,antik,2008-10-08 20:47:28Z,https://stackoverflow.com/a/184637,8,,// TODO: Implement this function!
259,Ted,2008-10-09 01:31:34Z,https://stackoverflow.com/a/185603,8,,"// Bad Christian, No cookie"
260,smaclell,2008-10-12 06:41:25Z,https://stackoverflow.com/a/195155,8,,"/// I intend to do this as shittily as possible because there are many better products that will totally blow this out of the water
/// and we don't have them so whatever"
261,smaclell,2008-10-12 06:41:25Z,https://stackoverflow.com/a/195155,8,,"/// sidestep a bug in WCF (that we can't send types across)
/// or, depending on how you look at, this issue is a Feature"
262,smaclell,2008-10-12 06:41:25Z,https://stackoverflow.com/a/195155,8,,if( where == null)//be nice
263,Andreas Magnusson,2008-10-13 07:36:59Z,https://stackoverflow.com/a/196934,8,,// THE LOOP THAT DO EVERYTHING!!!!!!!
264,Nat,2008-10-20 06:55:12Z,https://stackoverflow.com/a/217681,8,,"Without a crash

Or mighty bang

The sync disk

Did it's process hang"
265,George,2008-12-17 18:33:17Z,https://stackoverflow.com/a/375554,8,,"catch (Domain.ConcurrencyException)
{
    // somebody changed it between the time we loaded it and now.
    // weird, huh?
}"
266,Chris Kloberdanz,2009-01-28 17:52:27Z,https://stackoverflow.com/a/488642,8,,"// Choose! Choose the form of the Destructor!
// The choice is made! The Traveler has come!"
267,Simon Lieschke,2009-03-16 10:44:58Z,https://stackoverflow.com/a/649920,8,,<!-- Hopfully we can do this otherwise the nav is going to be pretty plain and Hong will go postal. -->
268,jeffamaphone,2009-04-01 17:33:49Z,https://stackoverflow.com/a/687969,8,,// TODO: Drive an ashen stake through the foul heart of this function.
269,Benjol,2009-04-06 14:27:00Z,https://stackoverflow.com/a/721091,8,,//#region Code for weird cases - do you really want to know?
270,Benjol,2009-04-06 14:27:00Z,https://stackoverflow.com/a/721091,8,,"' Commented out following code, don't delete for when [CustomerName] changes his mind"
271,user47322,2009-04-20 00:52:36Z,https://stackoverflow.com/a/766552,8,,"// Constructs a tuple with 2 elements (fucking idiot, use std::pair instead!)
    template <typename T0,typename T1>
    inline tuple <T0,T1> make_tuple (const T0& t0,
            const T1& t1) {
            tuple <T0,T1> t;
            t.get<0>() = t0;
            t.get<1>() = t1;
            return t;
    }"
272,cliff.meyers,2009-04-20 04:58:48Z,https://stackoverflow.com/a/766949,8,,// TODO: not this
273,jmb,2009-04-20 14:48:46Z,https://stackoverflow.com/a/768624,8,,"/*

 ____________________
/                    \
| Jean-Michel Bechet |
| 2002-2009          |
\___  _______________/
    |/
 (o_
 //\
 V_/_


*/"
274,George Mauer,2009-04-20 17:05:34Z,https://stackoverflow.com/a/769201,8,,// This part is more difficult
275,Unknown,2009-04-21 09:44:18Z,https://stackoverflow.com/a/769590,8,,"/**
 * This run through all the guipublisherbuyRecord , the records those have
 * diff. is buytotal and prior to buy isRecommendedBillingClickedWarning flag
 * is set if priously RB ran and this time not.
 *
 * --What?
 *
 * @return
 * @throws AppException
 */"
276,The Disintegrator,2011-07-21 12:03:58Z,https://stackoverflow.com/a/764798,8,,// This condition can't happen. Call the police or something.
277,Antony Kennedy,2011-07-21 12:04:31Z,https://stackoverflow.com/a/765387,8,,"var arbitraryNumber = 10;
//I don't know why. Just move on."
278,Stefan,2011-07-21 12:14:57Z,https://stackoverflow.com/a/778975,8,,"//Dave chapelle reports errors.
function reporterror() {
  davechapelle.trace(""FUCK!"");
}"
279,Chris,2008-10-11 19:45:15Z,https://stackoverflow.com/a/194506,7,,"DvLog::Log(""This silly log message fixes a PSCRIPT5.DLL gpf when printing to Adobe."");"
280,Aleske,2008-10-16 11:54:48Z,https://stackoverflow.com/a/208240,7,,"// WARNING!!!
 // Very perversive code ahead!

... about a 20 lines of ""very perversive"" code ...

// Now you can call your grandmother back. ;)"
281,FreeMemory,2008-12-18 19:26:11Z,https://stackoverflow.com/a/378918,7,,"/*
* Dear Richard Stallman,
*
* This one's for you.
*
* Sincerely,
* Me
*
*/
MODULE_LICENSE( ""GPL"" );"
282,Flow,2009-04-01 17:35:41Z,https://stackoverflow.com/a/628776,7,,// insert comment here
283,BobC,2009-04-03 13:16:30Z,https://stackoverflow.com/a/713861,7,,"catch (Exception ex)
{
    // just die already.
}"
284,slf,2009-04-22 10:13:10Z,https://stackoverflow.com/a/776486,7,,// *** drunk -- fix later ***
285,Martin Marconcini,2009-04-22 11:43:13Z,https://stackoverflow.com/a/776808,7,,"// Since today's CPUs are really fast, this is dedicated to those who said:
// "" You can't use Moore's Law as an excuse to write bad software. """
286,bretik,2009-04-24 09:49:02Z,https://stackoverflow.com/a/785220,7,,"// IE7 update. this is still bad code, but IE8 is probably a long way off :)"
287,David Fritz,2009-04-27 16:24:23Z,https://stackoverflow.com/a/794252,7,,"# dont question, i just felt like throwing some globals in
# this is actually quite pointless as youll soon see"
288,David Fritz,2009-04-27 16:24:23Z,https://stackoverflow.com/a/794252,7,,#draw the circles (complicated)...dont question
289,David Fritz,2009-04-27 16:24:23Z,https://stackoverflow.com/a/794252,7,,"# complicated process of drawing the circles in a
# somewhat symmetrical, 3-d pattern
# dont question again"
290,David Fritz,2009-04-27 16:24:23Z,https://stackoverflow.com/a/794252,7,,"# will determine if user clicks on die
# i determined these values...dont worry about them"
291,kal,2010-08-17 00:51:27Z,https://stackoverflow.com/a/431726,7,,i++; //increment i
292,user19302,2011-07-20 09:47:53Z,https://stackoverflow.com/a/185989,7,,"try
{
    // Some database logic
}
catch (Exception $ex)
{
    // sure, it looks silly and I honestly cant remember what code used to go here... but i swear i will
    // find a use for this code.... eventually....
    throw $ex;
}"
293,ThatBloke,2011-07-21 09:07:19Z,https://stackoverflow.com/a/186395,7,,"offset=1;
for (i=0;i<=len;i++)
    {
    if ((i!=0)&&(i<len)) <b>//-3</b>
        {
        switch(mess[i])
            {
            case ETX:
            case ETB:
            case DLE:
                buf[offset]=DLE;
                offset++;
                break;
            }
        }
    buf[offset]=mess[i];
    offset++;
    }"
294,ThatBloke,2011-07-21 09:07:19Z,https://stackoverflow.com/a/186395,7,,"for (n=0;n<offset;n++)
{
    Sleep(TR);  <b>//Modif A</b>
    Sleep(T);<b>//</b>
    FWriteFile(hCom,buf+n,1,&dwMot,NULL);
    if (ECHO)
        FReadFile(hCom,tab,1,&dwMot,NULL);
}"
295,ThatBloke,2011-07-21 09:07:19Z,https://stackoverflow.com/a/186395,7,,"if (GetFileSize(hSlotFile,NULL)==3600)   //5*720"
296,Simon Peverett,2011-07-21 11:58:42Z,https://stackoverflow.com/a/186434,7,,/* Perkele ISO Puukko! */ -> Fucking Big Hack!
297,moswald,2008-10-09 03:38:39Z,https://stackoverflow.com/a/185853,6,,"// this function doesn't actually calculated the profit, like it says --it really signals the mothership orbiting saturn that the planet is ripe for takeover

[later]

// I don't think anyone is going to read this

[various permutations on that last one]"
298,moffdub,2008-10-10 00:33:33Z,https://stackoverflow.com/a/189713,6,,// zzzzZZZZzzzz....
299,Steve T,2008-11-25 00:54:11Z,https://stackoverflow.com/a/316042,6,,"<!-- THIS IS THE MAIN CONFIGURATION FILE FOR THE ENTIRE BLOODY DIRECTORY    -->
<!--    WHATEVER YOU DO, DO NOT EDIT THIS FILE WITHOUT TALKING TO ME FIRST  -->
<!--                                I'M SERIOUS                             -->
<!-- (scroll down) -->"
300,cLFlaVA,2008-12-15 15:30:05Z,https://stackoverflow.com/a/368709,6,,"// The code below needs to be changed immediately.
// I wish I was a little bit taller
// I wish I was a baller
// I wish I had a girl who looked good, I would call her."
301,annakata,2008-12-30 12:56:27Z,https://stackoverflow.com/a/400187,6,,"#region quis custodiet ipsos custodes?

[Fact]
public void TestPositive()
{
    Assert.Equal(4, 2 + 2);
}

[Fact]
public void TestNegative()
{
    Assert.Equal(5, 2 + 2);
}

#endregion"
302,user24985,2009-03-16 11:10:15Z,https://stackoverflow.com/a/417196,6,,"// I love the smell of dirty XML in the morning
xml = xml.Replace(""xmlns=\""urn:bsd.orion/inventory\"""", """");"
303,Eskat0n,2009-04-06 10:02:57Z,https://stackoverflow.com/a/720865,6,,# Don use this. Never!
304,David Pope,2009-04-20 02:17:06Z,https://stackoverflow.com/a/766630,6,,"#ifdef TRACE
#undef TRACE     /* All your trace are belong to us. */
#endif
#define TRACE ...."
305,stdave,2009-04-23 22:26:02Z,https://stackoverflow.com/a/783793,6,,public boolean getDirty (String MAC) // not as fun as it sounds
306,Grue,2009-04-27 09:58:18Z,https://stackoverflow.com/a/792901,6,,// *** AAAAAHAHAHAH!!  What is this??
307,MrBoJangles,2009-04-30 21:23:41Z,https://stackoverflow.com/a/194433,6,,"Case 1:
   ...
   break;
   ...
//I don't want do do this but [my coworker] says it's part of the code standard
default:
   break;"
308,Josh K,2010-02-08 14:10:36Z,https://stackoverflow.com/a/766696,6,,"static void happy_meal_tcvr_write(struct happy_meal *hp,
                              void __iomem *tregs, int reg,
                              unsigned short value)
{
    int tries = TCVR_WRITE_TRIES;

    ASD((""happy_meal_tcvr_write: reg=0x%02x value=%04x\n"", reg, value));

    /* Welcome to Sun Microsystems, can I take your order please? */
    if (!(hp->happy_flags & HFLAG_FENABLE)) {
            happy_meal_bb_write(hp, tregs, reg, value);
            return;
    }

    /* Would you like fries with that? */
    hme_write32(hp, tregs + TCVR_FRAME,
                (FRAME_WRITE | (hp->paddr << 23) |
                 ((reg & 0xff) << 18) | (value & 0xffff)));
    while (!(hme_read32(hp, tregs + TCVR_FRAME) & 0x10000) && --tries)
            udelay(20);

    /* Anything else? */
    if (!tries)
            printk(KERN_ERR ""happy meal: Aieee, transceiver MIF write bolixed\n"");

    /* Fifty-two cents is your change, have a nice day. */"
309,user21037,2010-07-28 11:49:11Z,https://stackoverflow.com/a/784055,6,,// TODO: what the hell is this all about?
310,Retne,2011-07-21 12:19:36Z,https://stackoverflow.com/a/187223,6,,"-- Change Log:  Not needed. The code is perfect 'cause I wrote it.
-- If you change it, it will break."
311,Kristopher Johnson,2008-10-08 20:26:01Z,https://stackoverflow.com/a/184734,5,,// This code sucks.
312,JosephStyons,2008-10-08 20:29:51Z,https://stackoverflow.com/a/184746,5,,"{
This is a gathering place for all unit tests.
Create a TUnitTestWrapper, then call ""RunAllUnitTests"".

This class will create an instance of each thing to be tested, and call each of
their unit tests.

It does not really do any testing on it's own; it just gives a common place from
which to call everyone else's tests.

This way, one day, we can automate our testing with each build. [Cue laughter]
}"
313,Matthew Scouten,2008-10-21 14:51:00Z,https://stackoverflow.com/a/222164,5,,"struct core_unlocker
{
    core_unlocker(lock)
    {
        m_lock = lock
        unlock(lock)  //Abandon All Locks, Ye Who Enter Core!
    }
    ~core_unlocker()
    {
        lock(m_lock)
    }
    private:
    Corelock m_lock;
}"
314,alepuzio,2008-12-18 13:43:57Z,https://stackoverflow.com/a/377591,5,,"/**
*@return the value
*@param key: the id of the list of instruments
*@PS this function is a violation of all the laws of the
*software engineering,
*commons sense, highway code
*and ONU decision about the coding.
That sh*t...
*/"
315,Neil Aitken,2009-02-02 11:45:20Z,https://stackoverflow.com/a/502932,5,,$s=2; // chicken and bacon wrap for lunch
316,Bennett McElwee,2009-02-13 00:39:27Z,https://stackoverflow.com/a/544238,5,,"try {
   doSomething();
} catch(err) {
   // Die quietly
   alert(err);
}"
317,neoneye,2009-03-15 23:45:12Z,https://stackoverflow.com/a/648822,5,,// nobody read comments!
318,Colin Cassidy,2009-04-06 14:47:17Z,https://stackoverflow.com/a/721797,5,,"for (bo_thans = 0 ; bo_thans < MAX ; bo_thans++)
{
    if(rs == thing[bo_thans])
    {
       found = true;
    }
}

if(!found)
{
   /* Failed to find rs with bo_thans */
   ...
}"
319,Pool,2009-04-09 22:28:35Z,https://stackoverflow.com/a/736113,5,,// i don't know how this works but it does so i'll leave it here anyway
320,womp,2009-04-11 18:08:51Z,https://stackoverflow.com/a/740552,5,,<!-- Here it is -->
321,Glyph,2009-04-20 18:04:36Z,https://stackoverflow.com/a/769428,5,,"Subclassing made Zope and TR
        much harder to work with by far.
            So before you inherit,
            be sure to declare it
        Adapter, not PyObject*"
322,Brian Campbell,2009-04-20 23:55:34Z,https://stackoverflow.com/a/687856,5,,"/*
** The author disclaims copyright to this source code.  In place of
** a legal notice, here is a blessing:
**
**    May you do good and not evil.
**    May you find forgiveness for yourself and forgive others.
**    May you share freely, never taking more than you give.
*/"
323,Sindri Traustason,2009-04-21 09:31:00Z,https://stackoverflow.com/a/771804,5,,"/**
 * As Gregor Samsa awoke one morning from uneasy dreams he found himself
 * transformed in his bed into a gigantic insect. He was lying on his hard,
 * as it were armour plated, back, and if he lifted his head a little he
 * could see his big, brown belly divided into stiff, arched segments, on
 * top of which the bed quilt could hardly keep in position and was about
 * to slide off completely. His numerous legs, which were pitifully thin
 * compared to the rest of his bulk, waved helplessly before his eyes.
 * ""What has happened to me?"", he thought. It was no dream....
 */
protected static String DEFAULT_TRANSLET_NAME = ""GregorSamsa"";"
324,Jannie,2009-04-21 09:42:02Z,https://stackoverflow.com/a/771828,5,,"catch
{
    // you’re fucked
    // write out the file somewhere and start screaming “Connection down! Connection down!”
}"
325,justin.m.chase,2009-04-23 01:45:27Z,https://stackoverflow.com/a/779999,5,,""""""".........................:~+?7$$$ZZZZZZZ$$$7I+=:,............................
........................~+7ZZZZZOZZOOZOZZOZOZOOZZZZZ7?~:........................
......................,~7$ZZOOOOOZOZOZOZZOOZZOZOOOOOZ$$I,.......................
...................,=I$OOZOZOZZOOOZZOZOOOOZOZZZOOZZZOZZOZI=:....................
.................:?$ZZOOZZOZOZZOOOZZZOOZOZOZZZZZZZOZZOZOOOZ$I~..................
................IZOOOZOOOZZZOZZZZOZZOZOOOOZOZZZOOZZZZOOZOZZZOZ7=................
...............~ZZOZZOZOOZOOZOZOZZOZOZOZZZZZOZOZZOZOOZOZZOOOOZZ7................
.............:IZOOZOZZZZOZOZZOZOOZOZOZOZZOZOOZOOOOZOZZZZZOZOZZOOI~..............
...........,+$ZOOZZOZOZOZOZOZZOZOZOOZZOZZOZZOZOOOOZOZZOZZOOZOOOOO$?:............
..........:IZZOOOZOZZZZOOZOOZOZOZZOZOZZZZOZOOZOZZOZOZOZOOOOOOOZZZOZ7~...........
..........+$OOZZZOZZOOZOOZZZZOZZOZOZZOZOOOZOZOZZOZOZOZOOOOOZ$$77I77$+:..........
........,?$OOZZZZZZZOZOOOZOZZOZZZOOZOZOOOOZOZZZOOZOOZOOO7?~:,.......,...........
........+ZOOZZZZZOZOOZOOZZZZOZZOOOZZZOZOZOOZZOZOZZZOOO$?........................
........$ZOZZZOZZZZOZOOZZZOZOZZOOOOOOOOOOOZOZOZZOZOO$?,.........................
.......:ZOOZOZOZZOOZZOZOZOZOOOZOOOOOOOOOOOOOOOZOZOOZI:..........................
.......+OOOZOOZOZOZOZZZOOZOOZOOO$I+=~:::~+I$OOOOOOZ?:........,:=,...............
......:7ZOOZOZZOOOZOZOZOOZOOZ$I=............:?$OOZ7:.......:IZOOZ?,.............
......=$OZOZOOZOOOOOZOZZOOZ7=,................:?O$+.......~7OOOOOZ+,............
.....,?$OOOOOZZZZOOOOOOZOZ?,....................ZZ=.......=$OOZOOZ+,............
.....:IZOZZ$777I7$ZOOOOOZ7~.....................$Z=.......~7OOOOO7=.............
.....:+?~:,.......,~IZOO7~........~+II?=........?$?,.......:I$ZZ?:..............
.....................+ZO=,......:IOOOOOZ:.......=7$~............................
.....................:IO~.......=OOZOZOO=,......~7O7~...........................
...........:~:.......:IO~.......+OOOOZOO=.......~78Z?,.................,:.......
..........:IZ7~......+ZO~.......:7OOOOO$,.......+$OOZ7=,.............:?$=.......
...........,,.....,=7ZOO+,.......,=II?=:........7OOOOOOZ=:,.....,:=I$ZOO=.......
....................,:+$7=.....................~OOOZZZOOOZZ$$7$$ZOOOOOOZ=.......
......................:?Z?,...................:?OZOOZOOZOOOOOOOOOOZOZOZO=.......
............,::,.......,OO7:................,+$OOZOZOOZOZZOZOZZOOZOZOZOO=.......
...........~$8OI........$OOZI~,.........,:=IZOOZOZOZOZOOOZOZOZOOOZZZOZOO=.......
...........:??=:.......:OOOOOZZ7+=~~==+?$ZOOOOZOOOZOZOZOOZOZOZZOZZOZOZZO=.......
............::,.......,+OOZOOOOO$7777$$ZOOOOOZOZZZZOZOZZZOOZOZZOOOZOOZOO=.......
.....................=7OOZOOZOOZOOOOOOOOOZZZOZOZZOZOZOZOOOZOZOZZOZOOZOOO=.......
................,:=I$OOOZZOOOZOOOOOZOZOZZZZZOOZZZOZOZZZOOZOOZOZOZOZOZOOZ=.......
...........:~+?7ZOOOOOOZZZOZOOZOZOOZOZOZZOZZOZOZZZZOZOZZOZOZOZZOZOOZOOOZ=.......
........$$ZOOOOOOOOZOZOZZZZOZOZOOOZZZOZZZOZOOZOZZZZZZZZOOOZOOZZZOZOOZOOZ=.......
.......~OOZOOZZOOZZZZZZOOZOZOZOZZOOZOOZZZOZZOZOZZOZZZOZOOOOOZOZOZOOZOOOZ=.......
.......~OOZOOZZOZZOZOZZOZZOZOOZOZOOZOZOZZOZOOZOZZOZOZOZOZOOZOZOOOZOOZOZO=.......
.......~OOZZZOZOOOZOZOZZOZOZOZOZOOZOOZOOOOZOZOOZOOOZOOOZOZZOZOZOOZZOOOOZ=.......
.......~OOZZOZOZZZOOZOOZOZOZOZZOZZZZOZZZZOZOZZOOOOZ$ZZZZZZOZZZOZZOZOZZZO=.......
.......~OOZZOO$??$OOZOOZZOOZOZOZ+~IZOOOZOZOOZZOOZI==IZOZZOZOOZOZZOZI~=7O=.......
.......~OOZO$I:..~IZZZOZOZOZOZ$+...=7ZOOZOOZZOZZ=,..,=$ZZOZZZZZOZI~...,?=.......
.......~OOOZI:....:IZOOOZZOOO$+:....~7ZOZOZOZOZ$,....,=$OOZOOOZOI~.....:~.......
.......~OZI~........~IZZZOZ$?:........=IOOZZZ$+,.......,$ZOOOZZ7................
.......=7~............~IOZI:............7ZO$+:..........,=7ZZ7=,................
.......,,...............=~...............~=:..............,~=...................
                                                               GlassGiant.com""""""
print ""Hello World!"""
326,savannah,2009-04-23 19:35:55Z,https://stackoverflow.com/a/783220,5,,"//Time log says you've been here for 15 hours GO HOME, your code is hobo"
327,Jerr,2009-04-24 06:19:30Z,https://stackoverflow.com/a/784725,5,,// This is kind of almost useless
328,Jerr,2009-04-24 06:19:30Z,https://stackoverflow.com/a/784725,5,,"// We also add/subtract some points based on what's going on, on the bottom
// row. (I think this is retarded, but apparently when I coded this up
// back in 1999 I didn't.)"
329,user34537,2009-04-29 12:34:30Z,https://stackoverflow.com/a/792783,5,,"// woot, global var. I havent done this for a long time."
330,user19302,2010-06-22 10:07:18Z,https://stackoverflow.com/a/645024,5,,"/*
         * OK; before you read the following code know what I am trying to do.
         * I needed to get the list of child catagories from the root node so that
         * the root node didn't appear in the selection box. But for some stupid
         * fucking reason the stupid fucking DBA wont let me access the items using
         * indicies and I instead have to use their stupid fucking Iterator
         * implementation. So there.
         */
        $firstList = $this->getRootNode()->getChildren();
        foreach ($firstList as $node)
        {
            $nodes = $node->getChildren();
            break;          // wtf?
        }"
331,Manrico Corazzi,2011-01-17 13:01:44Z,https://stackoverflow.com/a/785345,5,,"// load image 1 - JPEG 240x320
img = f1.getImage();
if (check(img))
{
   load(img, Constants.JPEG_240x320);
}

// load image 2 - JPEG 128x128
img = f2.getImage();
if (check(img))
{
   load(img, Constants.JPEG_128x128);
}

...

// load image 13 - GIF 256x256
img = f13.getImage();
if (check(img))
{
   load(img, Constants.GIF256x256);
}

// loaded all of the f**king images"
332,Rob Prouse,2011-05-28 16:09:42Z,https://stackoverflow.com/a/335114,5,,"#region Hack - Shield Eyes Before Expanding

/// <summary>
/// A single uint with all of the bits set to represent the different tracing
/// </summary>
/// <remarks>
/// Ugly I know, so if you can think of a better way, feel free to rewrite.
/// </remarks>
[Browsable(false)]
public uint TraceBitfield
{
    // Snip
}

#endregion"
333,bluish,2011-07-21 12:20:26Z,https://stackoverflow.com/a/184635,5,,I'm not sure what I did
334,Jan-Willem Hoekman,2011-07-22 06:57:02Z,https://stackoverflow.com/a/768440,5,,"/*
* TODO: Remove this function

function remove($customer_id)
    {
        $this->Customer->remove($id);
    }

*/"
335,anon,2011-07-22 07:24:28Z,https://stackoverflow.com/a/772078,5,,XRA A    ;MT
336,anon,2011-07-22 07:24:28Z,https://stackoverflow.com/a/772078,5,,LDA 0
337,anon,2011-07-22 07:24:28Z,https://stackoverflow.com/a/772078,5,,XRA A
338,joseph.ferris,2011-07-22 07:31:19Z,https://stackoverflow.com/a/315112,5,,"/// <summary>I pity the ""foo"".</summary>"
339,joseph.ferris,2011-07-22 07:31:19Z,https://stackoverflow.com/a/315112,5,,"/// <summary>A ""foo"" and his money are soon parted.</summary>"
340,Sumptin,2011-07-22 07:52:14Z,https://stackoverflow.com/a/339377,5,,"//Attempt Handshake: Hello? This is London calling. Are we reaching you?


//Handshake Failed: I don't understand...he just hung up."
341,Keltia,2011-07-22 08:01:24Z,https://stackoverflow.com/a/377894,5,,"/*
 * A virgin directory (no blushing please).
 */"
342,Darryl Hein,2008-10-08 21:51:05Z,https://stackoverflow.com/a/185062,4,,"// but the ""real"" solution is much more complicated"
